Société;Id. Concours;Id. Projet;Titre du projet;Non applicable;Description du projet;Non applicable;Etat du projet;Date d'octroi;Date de 1er versement (concours);Date d’achèvement opérationnel du projet;Libellé agence;Valeur fixe;Cofinancier;Libellé bénéficiaire primaire;Code-Canal (pour tiers bénéficiaires d’un concours);Pays de réalisation;Région;Latitude;Longitude ;Libellé secteur économique  (CAD-5);Libellé CICID;Non applicable;Valeur fixe;Libellé indicateur APD;Groupe de produit;Valeur fixe;Valeur fixe;Engagements bruts (euro);Non applicable;Non applicable;Versements (euro);Non applicable;Non applicable;Non applicable;Lien_Fiche_Projet;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Cofinanciers (O/N);Date mise à jour données projet;Date de la dernière publication;Date de publication NCO;Lien vers evaluation;Responsable pays;Division Technique;Libellé Risque Souverain;Décaissement Annuel;Budget;Publié dans le XML de Campagne;Date de Signature de Convention;IA publié;Géolocalisation
AFD;CBJ128002;CBJ1280;PISD Bénin;;Pôle GFI Plan d'investissement stratégique pour le développement 2020-2022, « Mobilisation des ressources int;;Exécution;2022-10-24;2023-04-13;;AGENCE DE COTONOU;France;;REPUBLIQUE DU BENIN;12001.0;BENIN;Afrique Sub-saharienne;6.3652;2.4255;Mobilisation des ressources intérieures;Gouvernance;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;4018691.0;;;500000.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CBJ1280;;;;;;Non;2024-03-26;2022-12-20;2022-12-20;;AFDCOTONOU@afd.fr;Div. Gouvernance;Sans objet ( autre que prêt );0.0;4018691.0;Oui;2022-11-14;Non;6.3652, 2.4255
AFD;CBO103602;CBO1036;Prêt pour financer l'assistance sociale d'urgence en réponse aux conséquences économiques et sociales du Covid19;;Prêt pour financer l'assistance sociale d'urgence en réponse aux conséquences économiques et sociales du Covid19;;Achevé;2020-05-28;2021-08-25;2024-03-18;AGENCE DE LA PAZ;France;Association internationale de développement (IDA) / Banque interaméricaine de développement (IADB);REPUBLIQUE DE BOLIVIE;12001.0;BOLIVIE;Amériques;;;LUTTE CONTRE LES MALADIES INFECTIEUSES;Santé;;Bilatéral;APD;Prêt;Intervention de type projet;Aide déliée;100000000.0;;;100000000.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CBO1036;;;;;;Oui;2024-03-19;2021-06-15;2021-06-15;;;Division Santé et Protection sociale;Souverain Direct;0.0;100000000.0;Oui;2020-09-04;Oui;
AFD;CBR111002;CBR1110;Appui à la stratégie de financement de la Banque de développement des Etats du Sud (BRDE) en faveur des Objectifs du Développement Durable;;LC à la BRDE pour un appui aux entreprises et aux municipalités des trois Etats du Sud du Brésil centrée sur le climat, les ODD et le genre.;;Exécution;2022-07-07;2022-12-19;;AGENCE DE BRASILIA;France;;BRDE;12003.0;BRESIL;Amériques;-23.5586901;-46.6566512;Intermédiaires financiers officiels;Secteur productif;;Bilatéral;Autres ASP;Prêt;Intervention de type projet;Aide déliée;100000000.0;;;66563690.54;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CBR1110;;;;;;Non;2024-04-08;2022-12-29;2022-12-29;;AFDBRASILIA@afd.fr;Division Systèmes Financiers;Non souverain;3334953.0;100000000.0;Oui;2022-10-04;Oui;-23.5586901, -46.6566512
AFD;CBR113801;CBR1138;Compagnie des Eaux de Joinville;;L'objectif de ce projet sera de mettre en œuvre le Plan d'Investissement 2021-2025 de la société d'eau et assainissement « Companhia Aguas de Joinville » dans la ville intermédiaire de Joinville, axé sur la réduction des pertes d'eau, l'extension du réseau d'assainissement, ainsi que sur l'efficacité énergétique de ses activités opérationnelles.;;Exécution;2021-12-15;2022-12-15;;AGENCE DE BRASILIA;France;;Compagnie des Eaux de Joinville;;BRESIL;Amériques;-23.5586901;-46.6566512;ALIMENTATION EN EAU - SYSTEMES A GRANDE ECHELLE;Eau et assainissement;;Bilatéral;Autres ASP;Prêt;Intervention de type projet;Aide déliée;45000000.0;;;21400000.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CBR1138;;;;;;Non;2024-04-15;2022-12-29;2022-12-29;;AFDBRASILIA@afd.fr;Division eau et assainissement;Non souverain;0.0;45000000.0;Oui;2022-06-29;Oui;-23.5586901, -46.6566512
AFD;CBR115901;CBR1159;Promotion des droits d'accès à l'information, la participation et la justice, et des mécanismes de protection des défenseur.es de l'environnement en Amazonie brésilienne;;Pôle PDM Ce projet, porté par l'ONG Transparência Internacional Brasil, vise à promouvoir la création et l'amélioration d'instruments et de pratiques visant à garantir les droits d'accès à la participation, l'information et la justice, ainsi que la protection des défenseur.es de l'environnement en Amazonie brésilienne, en contribuant à la conservation des forêts et en générant des modèles de réussite pouvant être adaptés et utilisés dans d'autres biomes brésiliens/pays.;;Exécution;2022-10-31;2023-05-12;;AGENCE DE BRASILIA;France;;Transparência Internacional Brasil;;BRESIL;Amériques;-23.5586901;-46.6566512;PARTICIPATION DÉMOCRATIQUE ET SOCIÉTÉ CIVILE;Gouvernance;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;897128.0;;;310946.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CBR1159;;;;;;Non;2024-04-02;2023-12-08;2023-12-08;;AFDBRASILIA@afd.fr;Div. Gouvernance;Sans objet ( autre que prêt );0.0;897128.0;Oui;2023-02-14;Oui;-23.5586901, -46.6566512
AFD;CCD105103;CCD1051;Projet de lutte contre le choléra à Uvira par l'amélioration de l'accès à l'eau potable et à l'hygiène;;Élimination du choléra en améliorant les conditions socio-sanitaires des populations d'Uvira, particulièrement pour les femmes et les enfants, grâce à un accès durable à une eau de qualité et une amélioration des pratiques d'hygiène. Participation citoyenne.;;Exécution;2019-12-12;2021-04-07;;AGENCE DE KINSHASA;France;;REPUBLIQUE DEMOCRATIQUE DU CONGO;12001.0;REPUBLIQUE DEMOCRATIQUE DU CONGO.;Afrique Sub-saharienne;-3.26;29.8;EDUCATION SANITAIRE;Santé;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;1000000.0;;;749139.54;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CCD1051;;;;;;Oui;2024-03-12;2015-03-25;2014-11-25;;AFDKINSHASA@afd.fr;Division eau et assainissement;Sans objet ( autre que prêt );0.0;1000000.0;Oui;2020-04-24;Oui;-3.26, 29.8
AFD;CCD105104;CCD1051;Projet de lutte contre le choléra à Uvira par l'amélioration de l'accès à l'eau potable et à l'hygiène;;Élimination du choléra en améliorant les conditions socio-sanitaires des populations d'Uvira, particulièrement pour les femmes et les enfants, grâce à un accès durable à une eau de qualité et une amélioration des pratiques d'hygiène. Participation citoyenne.;;Exécution;2021-01-11;2022-04-01;;AGENCE DE KINSHASA;France;;REPUBLIQUE DEMOCRATIQUE DU CONGO;12001.0;REPUBLIQUE DEMOCRATIQUE DU CONGO.;Afrique Sub-saharienne;-3.26;29.8;EDUCATION SANITAIRE;Santé;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;1500000.0;;;1479335.2;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CCD1051;;;;;;Oui;2024-03-12;2015-03-25;2014-11-25;;AFDKINSHASA@afd.fr;Division eau et assainissement;Sans objet ( autre que prêt );110840.0;1500000.0;Oui;2021-03-10;Oui;-3.26, 29.8
AFD;CCD110202;CCD1102;Financement de la 2e phase du programme de gouvernance financière portant sur l'interconnexion des régies financières pour améliorer le recouvrement des recettes fiscales, non fiscales et douanières;;Pôle GFI La phase 2 du projet d'interconnexion des régies financières, vise à pérenniser les acquis de la première phase en complétant la gamme d'outils informatiques dont disposent les régies financières, en formant plus d'agents et en étendant le déploiement des applicatifs à de nouvelles provinces;;Exécution;2021-09-16;2022-04-27;;AGENCE DE KINSHASA;France;;REPUBLIQUE DEMOCRATIQUE DU CONGO;12001.0;REPUBLIQUE DEMOCRATIQUE DU CONGO.;Afrique Sub-saharienne;-4.320836;15.29866;Gestion des finances publiques;Gouvernance;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;2803738.0;;;2397000.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CCD1102;;;;;;Non;2024-05-03;2021-08-03;2021-08-03;;AFDKINSHASA@afd.fr;Div. Gouvernance;Sans objet ( autre que prêt );0.0;2803738.0;Oui;2021-12-07;Oui;-4.320836, 15.29866
AFD;CCD111201;CCD1112;Appui à l'inclusion financière en RDC;;Le projet a pour finalité de contribuer à la consolidation du secteur de l'inclusion financière en renforçant les capacités des institutions financières à répondre, avec une approche sensible au genre, aux besoins de financement différenciés des TPME et des populations vulnérables ainsi qu'à résister aux chocs auxquels l'économie congolaise est régulièrement confrontée.;;Exécution;2019-12-18;2020-12-31;;AGENCE DE KINSHASA;France;;FPM ASBL;23000.0;REPUBLIQUE DEMOCRATIQUE DU CONGO.;Afrique Sub-saharienne;-4.320836;15.29866;Interm. Fin. du secteur informel et semi formel;Secteur productif;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;5000000.0;;;4969321.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CCD1112;;;;;;Non;2024-05-03;2020-09-11;2020-09-11;;AFDKINSHASA@afd.fr;Division Systèmes Financiers;Sans objet ( autre que prêt );0.0;5000000.0;Oui;2020-07-28;Oui;-4.320836, 15.29866
AFD;CCD111301;CCD1113;APCC Projet HUAMSI ¿ Renforcement du système de santé post-crise au Nord-Kivu;;Le projet, Huduma ya Afia ya Msingi (HUAMSI), dont le nom signifie « soins de santé » en swahili, vise à contribuer au renforcement du système de santé primaire et secondaire, afin qu'il soit accessible à toute la population et résilient face aux chocs épidémiologiques. La mise en œuvre du projet proposé permettra d'améliorer l'état de santé de la population des zones de santé de Beni et Butembo. De plus, le projet porte un objectif transversal de réduction des inégalités femmes/hommes.;;Exécution;2020-12-16;2021-07-12;;AGENCE DE KINSHASA;France;;CARE FRANCE;22000.0;REPUBLIQUE DEMOCRATIQUE DU CONGO.;Afrique Sub-saharienne;-4.320836;15.29866;FORMATION DU PERSONNEL DE SANTE;Santé;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;6000000.0;;;5200000.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CCD1113;;;;;;Non;2024-03-22;2021-08-03;2021-08-03;;AFDKINSHASA@afd.fr;Division Santé et Protection sociale;Sans objet ( autre que prêt );0.0;6000000.0;Oui;2021-05-04;Oui;-4.320836, 15.29866
AFD;CCD114001;CCD1140;AEDH : Agir Ensemble pour les Droits de l¿Homme;;Promouvoir les droits fondamentaux et les modes de vie des populations autochtones Pygmées en RDC, avec leur participation inclusive à la gestion durable des terres, territoires et ressources naturelles pour la protection de l'environnement;;Achevé;2021-02-09;2021-09-13;;SIEGE PARIS - OPERATIONS SIEGE;France;;Agir ensemble pour les droits humains;22000.0;REPUBLIQUE DEMOCRATIQUE DU CONGO.;Afrique Sub-saharienne;-0.66667;28.75;Droits de la personne;Gouvernance;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;180000.0;;;180000.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CCD1140;;;;;;Non;2022-01-11;2021-09-06;2021-09-06;;;Div. Organisations de la Société Civile;Sans objet ( autre que prêt );0.0;180000.0;Oui;2021-06-25;Non;-0.66667, 28.75
AFD;CCD114301;CCD1143;Appui à l'hôpital et à la Fondation Panzi;;A travers un appui à l'Hôpital et la Fondation Panzi, le projet a pour finalité de réduire les inégalités de genre dans l'accès à des soins de santé adaptés et de contribuer à l'autonomisation des femmes dans la zone de santé d'Ibanda à Bukavu, dans le Sud Kivu. Le projet sera mis en œuvre par la Croix-Rouge française et permettra d'accompagner l'Hôpital et la Fondation Panzi dans leur démarche de prise en charge holistique et de protection des femmes.;;Exécution;2021-12-15;2022-07-11;;AGENCE DE KINSHASA;France;;CROIX ROUGE FRANCAISE A PARIS;21000.0;REPUBLIQUE DEMOCRATIQUE DU CONGO.;Afrique Sub-saharienne;2.5302;28.8546;SOINS ET SERVICES DE SANTE DE BASE;Santé;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;8000000.0;;;4000000.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CCD1143;;;;;;Non;2024-03-20;2022-12-20;2022-12-20;;AFDKINSHASA@afd.fr;Division Santé et Protection sociale;Sans objet ( autre que prêt );0.0;8000000.0;Oui;2022-02-14;Oui;2.5302, 28.8546
AFD;CCD115303;CCD1153;Délégation UE pour un projet d'appui à la gouvernance financière;;Pôle GFI Ce Projet d'Appui à la Mobilisation Informatisée des Ressources (PAMIR), financé par une délégation de fonds de l'Union Européenne, vise à améliorer la mobilisation des ressources intérieures de la RDC et à renforcer la transparence et la traçabilité de la chaine de la recette. Il s'agit d'une troisième phase d'un programme soutenu par l'AFD dans le cadre des Contrats de Désendettement et de Développement signés entre la France et la RDC.;;Exécution;2022-11-16;;;AGENCE DE KINSHASA;France;;AGENCE FRANCAISE DE DEVELOPPEMENT;11004.0;REPUBLIQUE DEMOCRATIQUE DU CONGO.;Afrique Sub-saharienne;-4.320836;15.29866;POLITIQUE ET ADMINISTRATION FISCALES;Gouvernance;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;500000.0;;;0.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CCD1153;;;;;;Non;2024-04-15;2022-12-20;2022-12-20;;AFDKINSHASA@afd.fr;Div. Gouvernance;Sans objet ( autre que prêt );0.0;500000.0;Oui;2022-11-17;Non;-4.320836, 15.29866
AFD;CCD115401;CCD1154;"Développement de l'accès à l'électricité dans la ville de Kabinda  ""Tu tokeshayi Kabinda"" - électrification urbaine de Kabinda";;Ce projet vise à étendre l'accès aux services d'électricité basés sur les énergies renouvelables dans des zones urbaines de la RDC, tout en contribuant à l'amélioration du cadre institutionnel et réglementaire du secteur de l'électricité. Co-financé par la Banque Mondiale, il permettra de donner accès à l'énergie aux 120.000 habitants de la ville de Kabinda, par la promotion d'un modèle de délégation de service public au secteur privé et d'électrification par mini réseaux.;;Exécution;2022-12-14;;;AGENCE DE KINSHASA;France;Association internationale de développement (IDA) / Société financière internationale (IFC);REPUBLIQUE DEMOCRATIQUE DU CONGO;12001.0;REPUBLIQUE DEMOCRATIQUE DU CONGO.;Afrique Sub-saharienne;-6.13791;24.48179;Production d'énergie, sources renouvelables - mult;Infrastructures et développement urbain;;Bilatéral;APD;Prêt;Intervention de type projet;Aide déliée;40000000.0;;;0.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CCD1154;;;;;;Oui;2024-03-15;2023-12-18;2023-12-18;;AFDKINSHASA@afd.fr;Div. Energie;Souverain Direct;0.0;40000000.0;Oui;2023-03-04;Non;-6.13791, 24.48179
AFD;CCF119202;CCF1192;Formation et emploi des jeunes en Centrafrique;;Le projet permettant d'améliorer l'offre de formation et d'insertion économique  tout en favorisant l'emploi des jeunes et en renforçant la compétitivité des entreprises.  1] Appui à la démarche de progrès des établissements de formation professionnelle.  2] Accompagnement des initiatives favorisant l'insertion . 3] Appui à la structuration de la fonction d'observation et d'analyse des besoins.  Un financement additionnel sur délégation UE est octroyé fin 2022.;;Exécution;2022-11-28;;;AGENCE DE BANGUI;France;;Mercy Corps Europe;22000.0;CENTRAFRICAINE, REPUBLIQUE;Afrique Sub-saharienne;4.361698;18.555975;FORMATION PROFESSIONNELLE;Education, formation, emploi;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;2200000.0;;;0.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CCF1192;;;;;;Non;2024-03-20;2020-06-30;2020-06-30;;AFDBANGUI@afd.fr;Division Education et Formation professionnelle;Sans objet ( autre que prêt );0.0;2200000.0;Oui;2024-03-15;Oui;4.361698, 18.555975
AFD;CCF119301;CCF1193;Renforcer les capacités des acteurs centrafricains dans la prise en charge maternelle, infantile et du paludisme;;Renforcer les capacités des acteurs sanitaires locaux du DS de Boda dans l'amélioration de l'offre et de l'accès aux soins de santé maternelle et infantile et dans la prise en charge communautaire du paludisme Améliorer la qualité des soins obstétricaux et néonataux délivrés par les sage-femmes et assistants accoucheurs de trois Régions Sanitaires de la RCA;;Achevé;2018-10-23;2019-08-05;;SIEGE PARIS - OPERATIONS SIEGE;France;;Alliance for Int Med Action;22000.0;CENTRAFRICAINE, REPUBLIQUE;Afrique Sub-saharienne;4.36122;18.55496;EDUCATION ET FORMATION MEDICALES;Santé;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;558000.0;;;558000.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CCF1193;;;;;;Oui;2020-10-15;2019-08-29;2019-08-29;;;Div. Organisations de la Société Civile;Sans objet ( autre que prêt );0.0;558000.0;Oui;2019-04-11;Non;4.36122, 18.55496
AFD;CCF120702;CCF1207;Contribution à la réponse à l'épidémie de COVID-19 en RCA;;L'AFD mobilise 3 millions d'euros en subventions 209 pour la réponse COVID en RCA. En concertation étroite avec l'ambassade de France, une grappe de 4 projets mis en œuvre par des OSC a été identifiée.  2 projets sont financés sur ce projet: CCF 1207 01 - Institut Pasteur (800k€) et CCF 1207 02 - Don Bosco (600k€).  Un top up au projet CCF1196 2 - VBG (1.2M€) et la partie RCA du CZZ 2898 - CRF (400k€) sont complémentaires au projet CCF 1207.;;Achevé;2020-06-29;2021-08-06;;AGENCE DE BANGUI;France;;FONDATION DON BOSCO PROVINCE DE PARIS;22000.0;CENTRAFRICAINE, REPUBLIQUE;Afrique Sub-saharienne;4.361698;18.555975;LUTTE CONTRE LES MALADIES INFECTIEUSES;Santé;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;600000.0;;;600000.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CCF1207;;;;;;Non;2024-04-02;2021-04-26;2021-04-26;;AFDBANGUI@afd.fr;Division Santé et Protection sociale;Sans objet ( autre que prêt );0.0;600000.0;Oui;2020-09-22;Oui;4.361698, 18.555975
AFD;CCF121501;CCF1215;Batango ndia ti a molengue - Enfants des rues;;Vers un renforcement et une pérennisation de la prise en charge, de l'accompagnement et de la réinsertion des mineurs vulnérables à Bangui.;;Achevé;2021-12-14;2022-10-19;;SIEGE PARIS - OPERATIONS SIEGE;France;;TRIANGLE Génération Humanitaire;22000.0;CENTRAFRICAINE, REPUBLIQUE;Afrique Sub-saharienne;4.366667;18.583333;Droits de la personne;Gouvernance;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;335000.0;;;335000.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CCF1215;;;;;;Non;2022-09-18;2022-03-18;2022-03-18;;;Div. Organisations de la Société Civile;Sans objet ( autre que prêt );0.0;335000.0;Oui;2022-02-17;Non;4.366667, 18.583333
